Site_Summary_ID,Testing Laboratory,Site_Summary_Case,Epizoo,State,County,Site_Summary_Site,Secondary Site Name,Site_Summary_WNS Case Definition,Lat_case,Long_case,GRTS_ID,County Centroid Lat/Long,Site_Summary_DateColl,Site_Summary_DateSub,FinalDate,Site Use,Site Ownership,Site Access,Site Classification,Survey Class,Survey Season,Sample_Results_ID,Sample_Results_Case,SampleID,Sample_Results_Site,Specimen_Type,Species,Additional Sample from Same Bat,On Site Location,Status,Sample_Results_DateColl,Sample_Results_DateSub,WNS Individual Definition,Histo SUM,Pd PCR Sum,Pd Culture SUM
90,NWHC,30397, ,MT,Beaverhead,Red Rocks NWR Buildings, ,Pd not detected,44.5985493,-111.810839,66748,No,6/29/2021,7/8/2021,8/9/2021,Summer Roost,Public,NR,Bldg/bunker,Active,2020-21,1399, , ,Red Rocks NWR Buildings,Fecal Sample (>1),NA, , ,NA,6/29/2021,7/8/2021,Pd not detected,NA,Not Detected,NA
90,NWHC,30397, ,MT,Beaverhead,Red Rocks NWR Buildings, ,Pd not detected,44.5985493,-111.810839,66748,No,6/29/2021,7/8/2021,8/9/2021,Summer Roost,Public,NR,Bldg/bunker,Active,2020-21,1400, , ,Red Rocks NWR Buildings,Fecal Sample (>1),NA, , ,NA,6/29/2021,7/8/2021,Pd not detected,NA,Not Detected,NA
90,NWHC,30397, ,MT,Beaverhead,Red Rocks NWR Buildings, ,Pd not detected,44.5985493,-111.810839,66748,No,6/29/2021,7/8/2021,8/9/2021,Summer Roost,Public,NR,Bldg/bunker,Active,2020-21,1401, , ,Red Rocks NWR Buildings,Fecal Sample (>1),NA, , ,NA,6/29/2021,7/8/2021,Pd not detected,NA,Not Detected,NA
90,NWHC,30397, ,MT,Beaverhead,Red Rocks NWR Buildings, ,Pd not detected,44.5985493,-111.810839,66748,No,6/29/2021,7/8/2021,8/9/2021,Summer Roost,Public,NR,Bldg/bunker,Active,2020-21,1402, , ,Red Rocks NWR Buildings,Fecal Sample (>1),NA, , ,NA,6/29/2021,7/8/2021,Pd not detected,NA,Not Detected,NA
90,NWHC,30397, ,MT,Beaverhead,Red Rocks NWR Buildings, ,Pd not detected,44.5985493,-111.810839,66748,No,6/29/2021,7/8/2021,8/9/2021,Summer Roost,Public,NR,Bldg/bunker,Active,2020-21,1403, , ,Red Rocks NWR Buildings,Fecal Sample (>1),NA, , ,NA,6/29/2021,7/8/2021,Pd not detected,NA,Not Detected,NA
39,NWHC,29768, ,MT,Musselshell,Roundup Bridge, ,Pd not detected,46.4282,-108.57011,22405,No,5/28/2020,7/8/2020,8/6/2020,Summer Roost,Public,Open-all year,Bridge,Active,2019-20,734, , ,Roundup Bridge,Fecal Sample (>1),NA, , ,NA,5/28/2020,7/8/2020,Pd not detected,NA,Not Detected,NT
39,NWHC,29768, ,MT,Musselshell,Roundup Bridge, ,Pd not detected,46.4282,-108.57011,22405,No,5/28/2020,7/8/2020,8/6/2020,Summer Roost,Public,Open-all year,Bridge,Active,2019-20,735, , ,Roundup Bridge,Fecal Sample (>1),NA, , ,NA,5/28/2020,7/8/2020,Pd not detected,NA,Not Detected,NT
33,NWHC,29668, ,MT,Phillips,Saco Bat Boxes, ,Pd not detected,48.46115,-107.33969,29637,No,5/22/2020,5/29/2020,7/30/2020,Summer Roost,Private,NA,Bat box,Active,2019-20,498, , ,Saco Bat Boxes,Fecal Sample (>1),NA, , ,NA,5/22/2020,5/29/2020,Pd not detected,NA,Not Detected,NT
33,NWHC,29668, ,MT,Phillips,Saco Bat Boxes, ,Pd not detected,48.46115,-107.33969,29637,No,5/22/2020,5/29/2020,7/30/2020,Summer Roost,Private,NA,Bat box,Active,2019-20,499, , ,Saco Bat Boxes,Fecal Sample (>1),NA, , ,NA,5/22/2020,5/29/2020,Pd not detected,NA,Not Detected,NT
38,NWHC,29683, ,MT,Garfield,Sage Hen Creek, ,Equiv,46.98961,-107.83136,38037,No,5/27/2020,6/3/2020,8/6/2020,Summer Roost,Public,Open-all year,Bridge,Active,2019-20,575, , ,Sage Hen Creek,Fecal Sample (>1),NA, , ,NA,5/27/2020,6/3/2020,Pd not detected,NA,Not Detected,NT
69,NWHC,30415, ,MT,Lincoln,Savage Lake,Seifert Night Roost,Pd not detected,48.419892,-115.817281,24033,No,6/1/2021,7/14/2021,8/9/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1412, , ,Savage Lake,Fecal Sample (>1),NA, , ,NA,6/1/2021,7/14/2021,Pd not detected,NA,Not Detected,NA
69,NWHC,30415, ,MT,Lincoln,Savage Lake,Seifert Night Roost,Pd not detected,48.419892,-115.817281,24033,No,6/1/2021,7/14/2021,8/9/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1413, , ,Savage Lake,Fecal Sample (>1),NA, , ,NA,6/1/2021,7/14/2021,Pd not detected,NA,Not Detected,NA
69,NWHC,30415, ,MT,Lincoln,Savage Lake,Seifert Night Roost,Pd not detected,48.419892,-115.817281,24033,No,6/1/2021,7/14/2021,8/9/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1414, , ,Savage Lake,Fecal Sample (>1),NA, , ,NA,6/1/2021,7/14/2021,Pd not detected,NA,Not Detected,NA
69,NWHC,30415, ,MT,Lincoln,Savage Lake,Seifert Night Roost,Pd not detected,48.419892,-115.817281,24033,No,6/1/2021,7/14/2021,8/9/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1415, , ,Savage Lake,Fecal Sample (>1),NA, , ,NA,6/1/2021,7/14/2021,Pd not detected,NA,Not Detected,NA
69,NWHC,30415, ,MT,Lincoln,Savage Lake,Seifert Night Roost,Pd not detected,48.419892,-115.817281,24033,No,6/1/2021,7/14/2021,8/9/2021,Summer Roost,Private,NR,Bldg/bunker,Active,2020-21,1416, , ,Savage Lake,Fecal Sample (>1),NA, , ,NA,6/1/2021,7/14/2021,Pd not detected,NA,Not Detected,NA
32,NWHC,29667,200716,MT,Valley,Valley, ,Pd present,48.15911,-106.59745,115029,No,5/21/2020,5/29/2020,8/7/2020,Summer Roost,Private,NA,Bldg/bunker,Active,2019-20,475, , ,Valley,Fecal Sample (>1),NA, , ,NA,5/21/2020,5/29/2020,Pd not detected,NA,Not Detected,NT
32,NWHC,29667,200716,MT,Valley,Valley, ,Pd present,48.15911,-106.59745,115029,No,5/21/2020,5/29/2020,8/7/2020,Summer Roost,Private,NA,Bldg/bunker,Active,2019-20,476, , ,Valley,Fecal Sample (>1),NA, , ,NA,5/21/2020,5/29/2020,Pd not detected,NA,Not Detected,NT
35,NWHC,29669,200588,MT,Daniels,Whitetail/Daniels Bridge, ,Pd present,48.89158,-105.16406,15637,No,5/26/2020,5/29/2020,6/9/2020,Summer Roost,Public,Open-all year,Bridge,Active,2019-20,515, , ,Whitetail/Daniels Bridge,Fecal Sample (>1),NA, , ,NA,5/26/2020,5/29/2020,Pd not detected,NA,Not Detected,NT
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1052, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1053, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1054, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1055, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1056, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1057, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1058, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1059, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1060, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1061, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1062, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1063, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1064, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1065, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1066, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1067, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1068, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1069, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1070, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1071, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1072, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1073, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1074, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1075, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1076, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1077, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1078, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1079, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1080, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1081, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1082, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1083, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1084, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
84,NWHC,30330, ,MT,Madison,Wilderness Edge Attic,Cliff Lake Attic,Pd not detected,44.7715695,-111.5245549,101244,No,6/8/2021,6/15/2021,7/1/2021,Summer Roost,Private,NA,Bldg/bunker,Active,2020-21,1085, , ,Wilderness Edge Attic,Fecal Sample (>1),NA, , ,NA,6/8/2021,6/15/2021,Pd not detected,NA,Not Detected,NA
43,NWHC,29765, ,MT,Yellowstone,Yellowstone, ,Pd not detected,45.96047,-108.34231,112644,No,6/6/2020,7/8/2020,8/6/2020,Summer Roost,Private,NA,Bldg/bunker,Active,2019-20,705, , ,Yellowstone,Fecal Sample (>1),NA, , ,NA,6/6/2020,7/8/2020,Pd not detected,NA,Not Detected,NT
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1309, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1310, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1311, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1312, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1313, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1314, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1315, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1316, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1317, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1318, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1319, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1320, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1321, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1322, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1323, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1324, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1325, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1326, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1327, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1328, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1329, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1330, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1331, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
77,NWHC,30393, ,MT,Beaverhead,Argenta Cave, ,Pd not detected,,,126315,No,6/6/2021,7/7/2021,7/26/2021,Summer Roost,Public,Open-all year,Cave-undeveloped,Active,2020-21,1332, , ,Argenta Cave,Soil,NA, , ,NA,6/6/2021,7/7/2021,Pd not detected,NA,Not Detected,NA
